ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Item Description,Molecule/Test Type,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
11267,113-ZW-T01,Pre-PQ Process,SO-1873,DN-773,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Jun-08,17-Jun-08,17-Jun-08,HRDT,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",,Test kit,100,550,39594.5,71.99,0.72,Yes,161,939.12,63.35
11268,113-ZW-T01,Pre-PQ Process,SO-1053,DN-774,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,17-Jun-08,17-Jun-08,17-Jun-08,HRDT,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,Test kit - Ancillary,100,1800,18.0,0.01,0.0,Yes,526,2185.82,0.03
11269,114-UG-T01,Pre-PQ Process,SO-2343,DN-816,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Aug-08,21-Aug-08,21-Aug-08,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,2700,19980.0,7.4,0.12,Yes,199,1476.8,31.97
11270,114-UG-T01,Pre-PQ Process,SO-2344,DN-818,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Aug-08,21-Aug-08,21-Aug-08,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,1350,12757.5,9.45,0.16,Yes,239,1277.22,20.41
11271,110-ZM-T01,Pre-PQ Process,SO-2549,DN-823,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,23-Jul-08,23-Jul-08,23-Jul-08,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,60000,432000.0,7.2,0.12,Yes,12606,7053.51,691.2
11273,109-TZ-T01,Pre-PQ Process,SO-13300,DN-903,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,26-Sep-08,26-Sep-08,26-Sep-08,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,2580,106038.0,41.1,0.34,Yes,587,1146.27,169.66
11274,110-ZM-T01,Pre-PQ Process,SO-19410,DN-1028,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,8-Dec-08,8-Dec-08,8-Dec-08,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,1294,10546.1,8.15,0.14,Yes,76,1062.5,20.67
11275,104-CI-T01,Pre-PQ Process,SO-19320,DN-1030,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,19-Dec-08,19-Dec-08,19-Dec-08,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,6786,63449.1,9.35,0.16,Yes,620,2739.3,124.36
11276,106-HT-T01,Pre-PQ Process,SO-15940,DN-997,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Nov-08,17-Nov-08,17-Nov-08,ARV,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,10mg/ml,Oral solution,240,10000,21000.0,2.1,0.01,Yes,3720,43704.8,41.16
11277,104-CI-T01,Pre-PQ Process,SO-11851,DN-1007,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,21-Nov-08,21-Nov-08,21-Nov-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,2410,28245.2,11.72,0.39,Yes,182,1409.26,55.36
11278,123-NG-T01,Pre-PQ Process,SO-17680,DN-1010,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,26-Nov-08,26-Nov-08,26-Nov-08,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,11569,109327.05,9.45,0.16,Yes,1072,8504.72,214.28
11280,100-PK-T01,Pre-PQ Process,SO-14930,DN-1004,Pakistan,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Nov-08,17-Nov-08,17-Nov-08,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,25,800.0,32.0,1.6,Yes,19,851.24,1.57
11281,110-ZM-T01,Pre-PQ Process,SO-17621,DN-1111,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2-Mar-09,2-Mar-09,2-Mar-09,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,10000,79000.0,7.9,0.13,Yes,581,3238,154.84
11282,112-NG-T01,Pre-PQ Process,SO-19430,DN-1063,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,9-Feb-09,9-Feb-09,9-Feb-09,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,4,105.2,26.3,0.44,Yes,1,165,0.21
11283,131-NG-T01,Pre-PQ Process,SO-10820,DN-897,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,10-Sep-08,10-Sep-08,10-Sep-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,12000,140640.0,11.72,0.39,No,See DN-897 (ID#:10722),See DN-897 (ID#:10722),225.02
11284,113-ZW-T01,Pre-PQ Process,SO-2503,DN-900,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,12-Sep-08,12-Sep-08,12-Sep-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,4000,48040.0,12.01,0.4,Yes,8481,30585.17,76.86
11286,113-ZW-T01,Pre-PQ Process,SO-11210,DN-857,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,26-Jul-08,26-Jul-08,26-Jul-08,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,4000,48040.0,12.01,0.4,Yes,342,1648.64,76.86
11289,114-UG-T01,Pre-PQ Process,SO-17430,DN-968,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,9-Dec-08,9-Dec-08,9-Dec-08,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,60,2466.0,41.1,0.34,Yes,547,2437.63,4.83
11290,104-CI-T01,Pre-PQ Process,SO-1690,DN-928,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,7-Oct-08,7-Oct-08,7-Oct-08,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,5547,94299.0,17.0,0.57,Yes,333,1793.11,150.88
11291,114-UG-T01,Pre-PQ Process,SO-17830,DN-990,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,9-Dec-08,9-Dec-08,9-Dec-08,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,1144,10696.4,9.35,0.16,No,See DN-990 (ID#:11001),See DN-990 (ID#:11001),20.96
11292,117-ET-T01,Pre-PQ Process,SO-22020,DN-1052,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,3-Mar-09,3-Mar-09,3-Mar-09,ARV,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,150/30mg,Tablet - FDC,60,1044,3967.2,3.8,0.06,No,See DN-1052 (ID#:10737),See DN-1052 (ID#:10737),7.78
11293,109-TZ-T01,Pre-PQ Process,SO-18710,DN-1073,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,6-Mar-09,6-Mar-09,6-Mar-09,ARV,Pediatric,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,20mg/ml,Oral solution,240,4439,71689.85,16.15,0.07,Yes,1592,6708.25,140.51
11294,106-HT-T01,Pre-PQ Process,SO-23750,DN-1100,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,3-Mar-09,3-Mar-09,3-Mar-09,ARV,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,200mg,Capsule,90,210,3204.6,15.26,0.17,No,See DN-1100 (ID#:11005),See DN-1100 (ID#:11005),6.28
11295,114-UG-T01,Pre-PQ Process,SO-17753,DN-1084,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,5-Mar-09,5-Mar-09,5-Mar-09,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,382,10027.5,26.25,0.88,Yes,177,2151.27,19.65
11298,114-UG-T01,Pre-PQ Process,SO-17754,DN-1125,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,8-Apr-09,8-Apr-09,8-Apr-09,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,3014,79117.5,26.25,0.88,Yes,291,1755,155.07
11299,106-HT-T01,Pre-PQ Process,SO-15930,DN-944,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,4-Nov-08,4-Nov-08,4-Nov-08,ARV,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,10mg/ml,Oral solution,240,14405,27369.5,1.9,0.01,No,See DN-944 (ID#:11012),See DN-944 (ID#:11012),53.64
11300,123-NG-T01,Pre-PQ Process,SO-19060,DN-1058,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,19-Jan-09,19-Jan-09,19-Jan-09,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,45000,420750.0,9.35,0.16,No,See DN-1058 (ID#:11015),See DN-1058 (ID#:11015),824.67
11301,102-KE-T01,Pre-PQ Process,SO-18000,DN-1103,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,11-Feb-09,11-Feb-09,11-Feb-09,HRDT,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",,Test kit,20,750,24000.0,32.0,1.6,Yes,241,188,47.04
11302,114-UG-T01,Pre-PQ Process,SO-17710,DN-996,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,27-Nov-08,27-Nov-08,27-Nov-08,ARV,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,150/300mg,Tablet - FDC,60,5377,50274.95,9.35,0.16,Yes,501,3266.38,98.54
11303,117-ET-T01,Pre-PQ Process,SO-22050,DN-1105,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Mar-09,20-Mar-09,20-Mar-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,11188,132018.4,11.8,0.2,Yes,1435,9138,258.76
11304,111-MZ-T01,Pre-PQ Process,SO-11070,DN-931,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,14-Nov-08,14-Nov-08,14-Nov-08,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,125009,900064.8,7.2,0.12,Yes,7910,1012.43,1440.1
11305,130-NG-T01,Pre-PQ Process,SO-10600,DN-918,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2-Oct-08,2-Oct-08,2-Oct-08,ARV,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,150/30mg,Tablet - FDC,60,969,3779.1,3.9,0.06,Yes,71,1181.41,6.05
11306,112-NG-T01,Pre-PQ Process,SO-13470,DN-1079,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,16-Feb-09,16-Feb-09,16-Feb-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,2063,24178.36,11.72,0.39,Yes,176,3680.33,47.39
11307,104-CI-T01,Pre-PQ Process,SO-16181,DN-1019,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,27-Nov-08,27-Nov-08,27-Nov-08,ARV,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,10mg/ml,Oral solution,240,5800,12180.0,2.1,0.01,Yes,2177,5127.91,23.87
11309,114-UG-T01,Pre-PQ Process,SO-2676,DN-915,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,8-Oct-08,8-Oct-08,8-Oct-08,ARV,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,200/50mg,Tablet,120,80,3288.0,41.1,0.34,Yes,18,418.75,5.26
11310,107-RW-T01,Pre-PQ Process,SO-27280,DN-1167,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,9-Apr-09,9-Apr-09,9-Apr-09,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,6385,15579.4,2.44,0.04,Yes,327,1762.5,30.54
11312,127-KE-T01,Pre-PQ Process,SO-29010,DN-1193,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,23-Apr-09,23-Apr-09,23-Apr-09,ARV,Pediatric,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,30mg/ml,Oral solution,180,3930,39.3,0.01,0.0,Yes,Weight Captured Separately,Invoiced Separately,0.08
11313,151-NG-T01,Pre-PQ Process,SO-22526,DN-1201,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,8-May-09,8-May-09,8-May-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,53671,611849.4,11.4,0.19,Yes,6024,15128.37,1199.22
11314,106-HT-T01,Pre-PQ Process,SO-24830,DN-1205,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,19-May-09,19-May-09,19-May-09,ARV,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,200mg,Capsule,90,420,6409.2,15.26,0.17,Yes,199,3133.23,12.56
11315,151-NG-T01,Pre-PQ Process,SO-22528,DN-1210,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-May-09,14-May-09,14-May-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,16698,190357.2,11.4,0.19,Yes,1901,18638.84,373.1
11316,151-NG-T01,Pre-PQ Process,SO-22529,DN-1211,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,14-May-09,14-May-09,14-May-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,9483,108106.2,11.4,0.19,Yes,1079,10823.52,211.89
11317,114-UG-T01,Pre-PQ Process,SO-26140,DN-1222,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,24-Jun-09,24-Jun-09,24-Jun-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,867,8427.24,9.72,0.32,Yes,76,1954.23,16.52
11318,111-MZ-T01,Pre-PQ Process,SO-30440,DN-1231,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,28-Jun-09,28-Jun-09,28-Jun-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,19400,188568.0,9.72,0.32,No,See DN-1231 (ID#:11044),See DN-1231 (ID#:11044),369.59
11319,114-UG-T01,Pre-PQ Process,SO-30100,DN-1232,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,1-Jun-09,1-Jun-09,1-Jun-09,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,90,2362.5,26.25,0.88,No,See DN-1232 (ID#:10766),See DN-1232 (ID#:10766),4.63
11320,111-MZ-T01,Pre-PQ Process,SO-30140,DN-1233,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,7044,83119.2,11.8,0.2,Yes,Weight Captured Separately,Invoiced Separately,162.91
11321,100-GH-T01,Pre-PQ Process,SO-30700,DN-1235,Ghana,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,12-Aug-09,12-Aug-09,12-Aug-09,ARV,Pediatric,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,100mg,Chewable/dispersible tablet,60,888,8.88,0.01,0.0,No,See DN-1235 (ID#:10769),See DN-1235 (ID#:10769),0.02
11322,110-ZM-T01,Pre-PQ Process,SO-30920,DN-1241,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,10-Jun-09,10-Jun-09,10-Jun-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,107180,857440.0,8.0,0.27,Yes,7995,Freight Included in Commodity Cost,1680.58
11326,110-ZM-T01,Pre-PQ Process,SO-30300,DN-1250,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,15-Jun-09,15-Jun-09,15-Jun-09,ARV,Adult,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,300mg,Tablet,60,4594,116917.3,25.45,0.42,No,See DN-1250 (ID#:10774),See DN-1250 (ID#:10774),229.16
11327,110-ZM-T01,Pre-PQ Process,SO-30300,DN-1250,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,15-Jun-09,15-Jun-09,15-Jun-09,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,95000,676400.0,7.12,0.12,No,See DN-1250 (ID#:10774),See DN-1250 (ID#:10774),1325.74
11331,126-NG-T01,Pre-PQ Process,SO-26270,DN-1277,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,300/300mg,Tablet - FDC,30,11000,126500.0,11.5,0.38,Yes,966,7329.83,247.94
11332,113-ZW-T01,Pre-PQ Process,SO-21010,DN-1289,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,Pre-PQ Process,N/A - From RDC,22-Jun-09,22-Jun-09,22-Jun-09,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,76000,541120.0,7.12,0.12,Yes,8955,14958.2,1060.6
11333,123-NG-T01,Pre-PQ Process,SO-24483,DN-1295,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Pre-PQ Process,N/A - From RDC,16-Jun-09,16-Jun-09,16-Jun-09,ARV,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,150/200/30mg,Tablet - FDC,60,40000,284800.0,7.12,0.12,Yes,2970,7329.83,558.21
11336,104-CI-T01,Pre-PQ Process,SO-27540,DN-1315,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,14-Jul-09,14-Jul-09,14-Jul-09,ARV,Adult,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,300mg,Tablet,30,6000,79680.0,13.28,0.44,No,See DN-1315 (ID#:10781),See DN-1315 (ID#:10781),156.17
11337,119-NA-T01,Pre-PQ Process,SO-30450,DN-1316,Namibia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,16-Jul-09,16-Jul-09,16-Jul-09,ARV,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,300/300mg,Tablet - FDC,30,25000,250000.0,10.0,0.33,Yes,2068,8502.12,490.0
11338,104-CI-T01,Pre-PQ Process,SO-32250,DN-1335,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,16-Jul-09,16-Jul-09,16-Jul-09,ARV,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,150/30mg,Tablet - FDC,60,9560,36328.0,3.8,0.06,Yes,722,2787.55,71.2
11339,104-CI-T01,Pre-PQ Process,SO-32250,DN-1335,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,16-Jul-09,16-Jul-09,16-Jul-09,ARV,Adult,"Stavudine 15mg, capsules, 60 Caps",Stavudine,15mg,Capsule,60,296,444.0,1.5,0.02,No,See DN-1335 (ID#:11338),See DN-1335 (ID#:11338),0.87
11340,151-NG-T01,Pre-PQ Process,SO-32641,DN-1343,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,26550,302670.0,11.4,0.19,Yes,2991,7445.8,593.23
11341,151-NG-T01,Pre-PQ Process,SO-32643,DN-1345,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09,ARV,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,150/300/200mg,Tablet - FDC,60,41948,478207.2,11.4,0.19,Yes,4724,7445.8,937.29
11342,151-NG-T01,Pre-PQ Process,SO-27812,DN-1347,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,240,6300.0,26.25,0.88,Yes,21,7445.8,12.35
11343,151-NG-T01,Pre-PQ Process,SO-27813,DN-1348,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,662,17377.5,26.25,0.88,Yes,58,7445.8,34.06
11344,104-CI-T01,Pre-PQ Process,SO-27532,DN-1354,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,11-Aug-09,11-Aug-09,11-Aug-09,ARV,Adult,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,600mg,Tablet,30,5010,48697.2,9.72,0.32,Yes,434,1854.88,95.45
11345,104-CI-T01,Pre-PQ Process,SO-32230,DN-1359,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,8-Sep-09,8-Sep-09,8-Sep-09,ARV,Adult,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,300mg,Tablet,60,8000,60240.0,7.53,0.13,Yes,452,Freight Included in Commodity Cost,118.07
11346,151-NG-T01,Pre-PQ Process,SO-27817,DN-1367,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,4-Aug-09,4-Aug-09,4-Aug-09,ARV,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,300/200mg,Tablet - FDC,30,8462,222127.5,26.25,0.88,Yes,1225,7445.71,435.37
11348,111-MZ-T01,Pre-PQ Process,SO-26423,DN-1379,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,27-Aug-09,17-Sep-09,17-Sep-09,ARV,Adult,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,150mg,Tablet,60,374,912.56,2.44,0.04,Yes,18,1799.88,1.79
